date,symbol,year,quarter,net_income,total_assets,source,book_value
31-03-2021,JPPOWER,2021,FY,281,16994,screener_html,10282
31-03-2022,JPPOWER,2022,FY,107,17347,screener_html,10389
31-03-2023,JPPOWER,2023,FY,55,17307,screener_html,10445
31-03-2024,JPPOWER,2024,FY,1022,17303,screener_html,11467
31-03-2025,JPPOWER,2025,FY,814,17786,screener_html,12281
31-03-2026,JPPOWER,2026,FY,451,17958,screener_html,12732
31-03-2015,JSL,2015,FY,253,14018,screener_html,-169
31-03-2016,JSL,2016,FY,-556,14858,screener_html,1712
31-03-2017,JSL,2017,FY,83,10909,screener_html,1814
31-03-2018,JSL,2018,FY,346,10834,screener_html,2465
31-03-2019,JSL,2019,FY,145,10715,screener_html,2591
31-03-2020,JSL,2020,FY,73,10678,screener_html,2717
31-03-2021,JSL,2021,FY,419,10735,screener_html,3205
31-03-2022,JSL,2022,FY,3109,22576,screener_html,9823
31-03-2023,JSL,2023,FY,2084,27115,screener_html,11931
31-03-2024,JSL,2024,FY,2693,30765,screener_html,14358
31-03-2025,JSL,2025,FY,2500,35917,screener_html,16688
31-03-2026,JSL,2026,FY,3185,40704,screener_html,19791
31-03-2016,JSWDULUX,2016,FY,214,2044,screener_html,1163
31-03-2017,JSWDULUX,2017,FY,247,1884,screener_html,1010
31-03-2018,JSWDULUX,2018,FY,400,2233,screener_html,1291
31-03-2019,JSWDULUX,2019,FY,211,2098,screener_html,1137
31-03-2020,JSWDULUX,2020,FY,237,2326,screener_html,1238
31-03-2021,JSWDULUX,2021,FY,208,2530,screener_html,1289
31-03-2022,JSWDULUX,2022,FY,290,2592,screener_html,1260
31-03-2023,JSWDULUX,2023,FY,335,2740,screener_html,1317
31-03-2024,JSWDULUX,2024,FY,427,2904,screener_html,1330
31-03-2025,JSWDULUX,2025,FY,430,3651,screener_html,2256
31-03-2014,JSWENERGY,2014,FY,760,19244,screener_html,6571
31-03-2015,JSWENERGY,2015,FY,1358,19420,screener_html,7518
31-03-2016,JSWENERGY,2016,FY,1460,28539,screener_html,9704
31-03-2017,JSWENERGY,2017,FY,623,28389,screener_html,10369
31-03-2018,JSWENERGY,2018,FY,85,26721,screener_html,11110
31-03-2019,JSWENERGY,2019,FY,684,25926,screener_html,11822
31-03-2020,JSWENERGY,2020,FY,1081,24931,screener_html,11646
31-03-2021,JSWENERGY,2021,FY,823,26207,screener_html,14507
31-03-2022,JSWENERGY,2022,FY,1743,30514,screener_html,17415
31-03-2023,JSWENERGY,2023,FY,1480,48417,screener_html,18629
31-03-2024,JSWENERGY,2024,FY,1725,57767,screener_html,20832
31-03-2025,JSWENERGY,2025,FY,1983,113687,screener_html,29123
31-03-2017,JSWINFRA,2017,FY,310,4082,screener_html,1854
31-03-2018,JSWINFRA,2018,FY,281,5185,screener_html,2613
31-03-2019,JSWINFRA,2019,FY,272,5701,screener_html,2887
31-03-2020,JSWINFRA,2020,FY,197,6736,screener_html,2548
31-03-2021,JSWINFRA,2021,FY,285,8123,screener_html,2891
31-03-2022,JSWINFRA,2022,FY,330,9177,screener_html,3272
31-03-2023,JSWINFRA,2023,FY,750,9312,screener_html,3995
31-03-2024,JSWINFRA,2024,FY,1161,13694,screener_html,8026
31-03-2025,JSWINFRA,2025,FY,1521,16807,screener_html,9697
31-03-2026,JSWINFRA,2026,FY,1547,20358,screener_html,10877
31-03-2014,JSWSTEEL,2014,FY,402,77640,screener_html,21174
31-03-2015,JSWSTEEL,2015,FY,1722,85654,screener_html,22290
31-03-2016,JSWSTEEL,2016,FY,-481,81907,screener_html,18966
31-03-2017,JSWSTEEL,2017,FY,3467,88005,screener_html,22647
31-03-2018,JSWSTEEL,2018,FY,6113,91970,screener_html,27998
31-03-2019,JSWSTEEL,2019,FY,7524,114797,screener_html,34795
31-03-2020,JSWSTEEL,2020,FY,3919,131820,screener_html,36599
31-03-2021,JSWSTEEL,2021,FY,7873,147163,screener_html,45610
31-03-2022,JSWSTEEL,2022,FY,20938,196485,screener_html,67297
31-03-2023,JSWSTEEL,2023,FY,4139,210539,screener_html,65695
31-03-2024,JSWSTEEL,2024,FY,8973,227898,screener_html,77669
31-03-2025,JSWSTEEL,2025,FY,3491,250435,screener_html,82933
31-03-2014,JUBLFOOD,2014,FY,118,862,screener_html,550
31-03-2015,JUBLFOOD,2015,FY,111,1075,screener_html,647
31-03-2016,JUBLFOOD,2016,FY,97,1222,screener_html,762
31-03-2017,JUBLFOOD,2017,FY,58,1291,screener_html,805
31-03-2018,JUBLFOOD,2018,FY,196,1497,screener_html,968
31-03-2019,JUBLFOOD,2019,FY,318,1856,screener_html,1260
31-03-2020,JUBLFOOD,2020,FY,279,3370,screener_html,1122
31-03-2021,JUBLFOOD,2021,FY,231,3767,screener_html,1427
31-03-2022,JUBLFOOD,2022,FY,418,4782,screener_html,1945
31-03-2023,JUBLFOOD,2023,FY,353,5382,screener_html,2038
31-03-2024,JUBLFOOD,2024,FY,400,8038,screener_html,2171
31-03-2025,JUBLFOOD,2025,FY,217,8778,screener_html,2168
31-03-2021,JUBLINGREA,2021,FY,54,3366,screener_html,1923
31-03-2022,JUBLINGREA,2022,FY,477,3782,screener_html,2433
31-03-2023,JUBLINGREA,2023,FY,308,4249,screener_html,2666
31-03-2024,JUBLINGREA,2024,FY,183,4719,screener_html,2738
31-03-2025,JUBLINGREA,2025,FY,251,5257,screener_html,3041
31-03-2014,JUBLPHARMA,2014,FY,138,8864,screener_html,2626
31-03-2015,JUBLPHARMA,2015,FY,-40,8619,screener_html,2454
31-03-2016,JUBLPHARMA,2016,FY,387,8740,screener_html,2967
31-03-2017,JUBLPHARMA,2017,FY,575,8899,screener_html,3436
31-03-2018,JUBLPHARMA,2018,FY,634,9457,screener_html,4087
31-03-2019,JUBLPHARMA,2019,FY,577,11319,screener_html,4809
31-03-2020,JUBLPHARMA,2020,FY,898,12310,screener_html,5604
31-03-2021,JUBLPHARMA,2021,FY,836,8763,screener_html,4742
31-03-2022,JUBLPHARMA,2022,FY,413,9830,screener_html,5319
31-03-2023,JUBLPHARMA,2023,FY,-65,10929,screener_html,5399
31-03-2024,JUBLPHARMA,2024,FY,73,11338,screener_html,5434
31-03-2025,JUBLPHARMA,2025,FY,836,13521,screener_html,6592
31-03-2021,JWL,2021,FY,53,991,screener_html,633
31-03-2022,JWL,2022,FY,50,1072,screener_html,682
31-03-2023,JWL,2023,FY,121,1634,screener_html,803
31-03-2024,JWL,2024,FY,331,2940,screener_html,1616
31-03-2025,JWL,2025,FY,380,4137,screener_html,2790
31-03-2019,JYOTICNC,2019,FY,18,1247,screener_html,245
31-03-2020,JYOTICNC,2020,FY,-50,1307,screener_html,189
31-03-2021,JYOTICNC,2021,FY,-77,1381,screener_html,106
31-03-2022,JYOTICNC,2022,FY,-48,1286,screener_html,41
31-03-2023,JYOTICNC,2023,FY,-5,1515,screener_html,82
31-03-2024,JYOTICNC,2024,FY,151,2178,screener_html,1364
31-03-2025,JYOTICNC,2025,FY,316,3098,screener_html,1830
31-03-2015,KAJARIACER,2015,FY,185,1559,screener_html,741
31-03-2016,KAJARIACER,2016,FY,236,1918,screener_html,972
31-03-2017,KAJARIACER,2017,FY,254,2040,screener_html,1175
31-03-2018,KAJARIACER,2018,FY,229,2140,screener_html,1351
31-03-2019,KAJARIACER,2019,FY,229,2372,screener_html,1575
31-03-2020,KAJARIACER,2020,FY,254,2437,screener_html,1714
31-03-2021,KAJARIACER,2021,FY,309,2525,screener_html,1869
31-03-2022,KAJARIACER,2022,FY,383,2986,screener_html,2122
31-03-2023,KAJARIACER,2023,FY,346,3328,screener_html,2327
31-03-2024,KAJARIACER,2024,FY,432,3539,screener_html,2617
31-03-2025,KAJARIACER,2025,FY,300,3755,screener_html,2744
31-03-2026,KAJARIACER,2026,FY,487,4029,screener_html,3066
31-03-2018,KALYANKJIL,2018,FY,141,8551,screener_html,1851
31-03-2019,KALYANKJIL,2019,FY,-5,8060,screener_html,1885
31-03-2020,KALYANKJIL,2020,FY,142,8219,screener_html,2042
31-03-2021,KALYANKJIL,2021,FY,-6,8865,screener_html,2826
31-03-2022,KALYANKJIL,2022,FY,224,8945,screener_html,3137
31-03-2023,KALYANKJIL,2023,FY,432,10713,screener_html,3635
31-03-2024,KALYANKJIL,2024,FY,596,12818,screener_html,4189
31-03-2025,KALYANKJIL,2025,FY,714,15126,screener_html,4803
31-03-2026,KALYANKJIL,2026,FY,1350,20717,screener_html,6309
31-03-2015,KARURVYSYA,2015,FY,464,53152,screener_html,4246
31-03-2016,KARURVYSYA,2016,FY,568,58985,screener_html,4573
31-03-2017,KARURVYSYA,2017,FY,606,61808,screener_html,5036
31-03-2018,KARURVYSYA,2018,FY,346,66941,screener_html,6264
31-03-2019,KARURVYSYA,2019,FY,211,69340,screener_html,6423
31-03-2020,KARURVYSYA,2020,FY,235,68278,screener_html,6600
31-03-2021,KARURVYSYA,2021,FY,359,74623,screener_html,6960
31-03-2022,KARURVYSYA,2022,FY,673,80071,screener_html,7596
31-03-2023,KARURVYSYA,2023,FY,1106,90179,screener_html,8584
31-03-2024,KARURVYSYA,2024,FY,1605,105453,screener_html,10040
31-03-2025,KARURVYSYA,2025,FY,1942,119367,screener_html,11930
31-03-2026,KARURVYSYA,2026,FY,2510,136603,screener_html,14108
31-03-2019,KAYNES,2019,FY,10,363,screener_html,93
31-03-2020,KAYNES,2020,FY,9,378,screener_html,103
31-03-2021,KAYNES,2021,FY,10,419,screener_html,139
31-03-2022,KAYNES,2022,FY,42,622,screener_html,202
31-03-2023,KAYNES,2023,FY,95,1418,screener_html,959
31-03-2024,KAYNES,2024,FY,183,3265,screener_html,2487
31-03-2025,KAYNES,2025,FY,293,6733,screener_html,4680
31-03-2014,KEC,2014,FY,67,7390,screener_html,1191
31-03-2015,KEC,2015,FY,161,7727,screener_html,1329
31-03-2016,KEC,2016,FY,148,8874,screener_html,1290
31-03-2017,KEC,2017,FY,305,8715,screener_html,1586
31-03-2018,KEC,2018,FY,460,10512,screener_html,1997
31-03-2019,KEC,2019,FY,496,11663,screener_html,2435
31-03-2020,KEC,2020,FY,566,12855,screener_html,2797
31-03-2021,KEC,2021,FY,553,13992,screener_html,3359
31-03-2022,KEC,2022,FY,332,16298,screener_html,3620
31-03-2023,KEC,2023,FY,176,17271,screener_html,3771
31-03-2024,KEC,2024,FY,347,19031,screener_html,4095
31-03-2025,KEC,2025,FY,571,23613,screener_html,5643
31-03-2015,KEI,2015,FY,34,1345,screener_html,303
31-03-2016,KEI,2016,FY,63,1464,screener_html,367
31-03-2017,KEI,2017,FY,94,1896,screener_html,462
31-03-2018,KEI,2018,FY,145,2220,screener_html,605
31-03-2019,KEI,2019,FY,181,2764,screener_html,778
31-03-2020,KEI,2020,FY,256,3269,screener_html,1507
31-03-2021,KEI,2021,FY,270,3008,screener_html,1774
31-03-2022,KEI,2022,FY,376,3527,screener_html,2136
31-03-2023,KEI,2023,FY,477,3770,screener_html,2589
31-03-2024,KEI,2024,FY,581,4656,screener_html,3148
31-03-2025,KEI,2025,FY,696,7235,screener_html,5786
31-03-2026,KEI,2026,FY,918,8956,screener_html,6665
31-03-2019,KFINTECH,2019,FY,9,1022,screener_html,519
31-03-2020,KFINTECH,2020,FY,5,868,screener_html,410
31-03-2021,KFINTECH,2021,FY,-65,923,screener_html,347
31-03-2022,KFINTECH,2022,FY,149,1026,screener_html,645
31-03-2023,KFINTECH,2023,FY,196,1250,screener_html,870
31-03-2024,KFINTECH,2024,FY,246,1418,screener_html,1141
31-03-2025,KFINTECH,2025,FY,333,1750,screener_html,1408
31-03-2026,KFINTECH,2026,FY,344,2774,screener_html,1674
31-03-2016,KIMS,2016,FY,28,665,screener_html,263
31-03-2017,KIMS,2017,FY,33,774,screener_html,327
31-03-2018,KIMS,2018,FY,-46,954,screener_html,-159
31-03-2019,KIMS,2019,FY,-49,1114,screener_html,540
31-03-2020,KIMS,2020,FY,115,1194,screener_html,598
31-03-2021,KIMS,2021,FY,205,1433,screener_html,864
31-03-2022,KIMS,2022,FY,344,1904,screener_html,1387
31-03-2023,KIMS,2023,FY,366,2901,screener_html,1670
31-03-2024,KIMS,2024,FY,336,3820,screener_html,1828
31-03-2025,KIMS,2025,FY,415,6625,screener_html,2270
31-03-2016,KIRLOSENG,2016,FY,165,1970,screener_html,1444
31-03-2017,KIRLOSENG,2017,FY,174,2170,screener_html,1617
31-03-2018,KIRLOSENG,2018,FY,136,2500,screener_html,1576
31-03-2019,KIRLOSENG,2019,FY,220,2595,screener_html,1699
31-03-2020,KIRLOSENG,2020,FY,188,2759,screener_html,1745
31-03-2021,KIRLOSENG,2021,FY,197,3797,screener_html,1922
31-03-2022,KIRLOSENG,2022,FY,171,5021,screener_html,2082
31-03-2023,KIRLOSENG,2023,FY,332,6717,screener_html,2304
31-03-2024,KIRLOSENG,2024,FY,440,8268,screener_html,2676
31-03-2025,KIRLOSENG,2025,FY,476,10673,screener_html,3373
31-03-2015,KOTAKBANK,2015,FY,3105,148464,screener_html,22156
31-03-2016,KOTAKBANK,2016,FY,3524,240804,screener_html,33364
31-03-2017,KOTAKBANK,2017,FY,5019,276188,screener_html,38492
31-03-2018,KOTAKBANK,2018,FY,6258,337720,screener_html,50488
31-03-2019,KOTAKBANK,2019,FY,7204,395171,screener_html,57781
31-03-2020,KOTAKBANK,2020,FY,8593,443173,screener_html,66637
31-03-2021,KOTAKBANK,2021,FY,9990,478854,screener_html,84339
31-03-2022,KOTAKBANK,2022,FY,12089,546498,screener_html,96665
31-03-2023,KOTAKBANK,2023,FY,14925,620430,screener_html,111814
31-03-2024,KOTAKBANK,2024,FY,18213,767667,screener_html,129972
31-03-2025,KOTAKBANK,2025,FY,22126,879774,screener_html,157489
31-03-2026,KOTAKBANK,2026,FY,19288,1003353,screener_html,181113
31-03-2014,KPIL,2014,FY,124,7980,screener_html,2099
31-03-2015,KPIL,2015,FY,115,8951,screener_html,2217
31-03-2016,KPIL,2016,FY,76,9485,screener_html,2248
31-03-2017,KPIL,2017,FY,157,10218,screener_html,2422
31-03-2018,KPIL,2018,FY,278,12385,screener_html,2674
31-03-2019,KPIL,2019,FY,487,14135,screener_html,3120
31-03-2020,KPIL,2020,FY,390,15741,screener_html,3358
31-03-2021,KPIL,2021,FY,662,15321,screener_html,3739
31-03-2022,KPIL,2022,FY,535,17116,screener_html,4279
31-03-2023,KPIL,2023,FY,435,19521,screener_html,4720
31-03-2024,KPIL,2024,FY,516,22014,screener_html,5138
31-03-2025,KPIL,2025,FY,567,26490,screener_html,6962
31-03-2019,KPITTECH,2019,FY,55,1674,screener_html,959
31-03-2020,KPITTECH,2020,FY,148,1637,screener_html,1049
31-03-2021,KPITTECH,2021,FY,147,1968,screener_html,1207
31-03-2022,KPITTECH,2022,FY,276,2336,screener_html,1310
31-03-2023,KPITTECH,2023,FY,387,3341,screener_html,1651
31-03-2024,KPITTECH,2024,FY,599,4098,screener_html,2146
31-03-2025,KPITTECH,2025,FY,840,4964,screener_html,2912
31-03-2026,KPITTECH,2026,FY,637,7256,screener_html,3541
31-03-2014,KPRMILL,2014,FY,142,2164,screener_html,800
31-03-2015,KPRMILL,2015,FY,174,2232,screener_html,931
31-03-2016,KPRMILL,2016,FY,211,2382,screener_html,1101
31-03-2017,KPRMILL,2017,FY,287,2391,screener_html,1286
31-03-2018,KPRMILL,2018,FY,290,2552,screener_html,1570
31-03-2019,KPRMILL,2019,FY,335,2974,screener_html,1790
31-03-2020,KPRMILL,2020,FY,377,2882,screener_html,1865
31-03-2021,KPRMILL,2021,FY,515,3251,screener_html,2350
31-03-2022,KPRMILL,2022,FY,842,4858,screener_html,3186
31-03-2023,KPRMILL,2023,FY,814,5598,screener_html,3707
31-03-2024,KPRMILL,2024,FY,805,5864,screener_html,4358
31-03-2025,KPRMILL,2025,FY,815,6081,screener_html,5347
31-03-2015,LALPATHLAB,2015,FY,96,475,screener_html,315
31-03-2016,LALPATHLAB,2016,FY,133,625,screener_html,508
31-03-2017,LALPATHLAB,2017,FY,156,690,screener_html,595
31-03-2018,LALPATHLAB,2018,FY,172,916,screener_html,788
31-03-2019,LALPATHLAB,2019,FY,200,1091,screener_html,945
31-03-2020,LALPATHLAB,2020,FY,228,1374,screener_html,1032
31-03-2021,LALPATHLAB,2021,FY,296,1661,screener_html,1245
31-03-2022,LALPATHLAB,2022,FY,350,2343,screener_html,1501
31-03-2023,LALPATHLAB,2023,FY,241,2383,screener_html,1666
31-03-2024,LALPATHLAB,2024,FY,362,2454,screener_html,1849
31-03-2025,LALPATHLAB,2025,FY,492,2713,screener_html,2173
31-03-2026,LALPATHLAB,2026,FY,510,3146,screener_html,2509
31-03-2013,LATENTVIEW,2013,FY,8,25,screener_html,14.8
31-03-2014,LATENTVIEW,2014,FY,17,53,screener_html,34.8
31-03-2019,LATENTVIEW,2019,FY,60,324,screener_html,266.81
31-03-2020,LATENTVIEW,2020,FY,73,398,screener_html,347.81
31-03-2021,LATENTVIEW,2021,FY,91,519,screener_html,437.81
31-03-2022,LATENTVIEW,2022,FY,130,1100,screener_html,1026
31-03-2023,LATENTVIEW,2023,FY,155,1263,screener_html,1207
31-03-2024,LATENTVIEW,2024,FY,159,1456,screener_html,1375
31-03-2025,LATENTVIEW,2025,FY,173,1896,screener_html,1627
31-03-2015,LAURUSLABS,2015,FY,68,1888,screener_html,656
31-03-2016,LAURUSLABS,2016,FY,134,2224,screener_html,790
31-03-2017,LAURUSLABS,2017,FY,190,2653,screener_html,1331
31-03-2018,LAURUSLABS,2018,FY,168,3017,screener_html,1483
31-03-2019,LAURUSLABS,2019,FY,94,3331,screener_html,1558
31-03-2020,LAURUSLABS,2020,FY,255,3750,screener_html,1770
31-03-2021,LAURUSLABS,2021,FY,984,5751,screener_html,2597
31-03-2022,LAURUSLABS,2022,FY,832,6968,screener_html,3351
31-03-2023,LAURUSLABS,2023,FY,793,7660,screener_html,4038
31-03-2024,LAURUSLABS,2024,FY,162,8387,screener_html,4111
31-03-2025,LAURUSLABS,2025,FY,358,9336,screener_html,4473
31-03-2026,LAURUSLABS,2026,FY,890,10511,screener_html,5300
31-03-2015,LEMONTREE,2015,FY,-63,1896,screener_html,810
31-03-2016,LEMONTREE,2016,FY,-26,2004,screener_html,808
31-03-2017,LEMONTREE,2017,FY,-5,2212,screener_html,808
31-03-2018,LEMONTREE,2018,FY,15,2458,screener_html,814
31-03-2019,LEMONTREE,2019,FY,56,2772,screener_html,875
31-03-2020,LEMONTREE,2020,FY,-13,3763,screener_html,989
31-03-2021,LEMONTREE,2021,FY,-187,3815,screener_html,917
31-03-2022,LEMONTREE,2022,FY,-137,3633,screener_html,831
31-03-2023,LEMONTREE,2023,FY,141,3729,screener_html,854
31-03-2024,LEMONTREE,2024,FY,182,4028,screener_html,967
31-03-2025,LEMONTREE,2025,FY,243,4120,screener_html,1237
31-03-2014,LICHSGFIN,2014,FY,1319,95862,screener_html,7586
31-03-2015,LICHSGFIN,2015,FY,1396,112630,screener_html,7880
31-03-2016,LICHSGFIN,2016,FY,1668,130587,screener_html,9215
31-03-2017,LICHSGFIN,2017,FY,1942,150997,screener_html,11156
31-03-2018,LICHSGFIN,2018,FY,2008,171228,screener_html,14311
31-03-2019,LICHSGFIN,2019,FY,2434,200707,screener_html,16331
31-03-2020,LICHSGFIN,2020,FY,2404,216920,screener_html,18265
31-03-2021,LICHSGFIN,2021,FY,2741,235721,screener_html,20601
31-03-2022,LICHSGFIN,2022,FY,2286,254687,screener_html,24751
31-03-2023,LICHSGFIN,2023,FY,2891,278559,screener_html,27185
31-03-2024,LICHSGFIN,2024,FY,4763,291293,screener_html,31477
31-03-2025,LICHSGFIN,2025,FY,5443,319156,screener_html,38516
31-03-2019,LICI,2019,FY,2627,3427249,screener_html,810
31-03-2020,LICI,2020,FY,2710,3499834,screener_html,1002
31-03-2021,LICI,2021,FY,2974,3829524,screener_html,6884
31-03-2022,LICI,2022,FY,4125,4254058,screener_html,11337
31-03-2023,LICI,2023,FY,35997,4578491,screener_html,46233
31-03-2024,LICI,2024,FY,40916,5316047,screener_html,82747
31-03-2025,LICI,2025,FY,48320,5911256,screener_html,141933
31-03-2016,LINDEINDIA,2016,FY,19,3608,screener_html,1441
31-03-2017,LINDEINDIA,2017,FY,16,3412,screener_html,1450
31-03-2018,LINDEINDIA,2018,FY,26,3420,screener_html,1462
31-03-2019,LINDEINDIA,2019,FY,727,3250,screener_html,2172
31-03-2020,LINDEINDIA,2020,FY,151,3286,screener_html,2234
31-03-2021,LINDEINDIA,2021,FY,507,4017,screener_html,2715
31-03-2023,LINDEINDIA,2023,FY,538,4400,screener_html,3140
31-03-2024,LINDEINDIA,2024,FY,434,4805,screener_html,3468
31-03-2025,LINDEINDIA,2025,FY,455,5371,screener_html,3996
31-03-2011,LLOYDSME,2011,FY,19,510,screener_html,119
31-03-2012,LLOYDSME,2012,FY,4,550,screener_html,122
31-03-2013,LLOYDSME,2013,FY,2,457,screener_html,124
31-03-2020,LLOYDSME,2020,FY,32,642,screener_html,145
31-03-2021,LLOYDSME,2021,FY,0,720,screener_html,182
31-03-2022,LLOYDSME,2022,FY,97,824,screener_html,482
31-03-2023,LLOYDSME,2023,FY,-289,2026,screener_html,1528
31-03-2024,LLOYDSME,2024,FY,1243,3938,screener_html,2811
31-03-2025,LLOYDSME,2025,FY,1450,9417,screener_html,6402
31-03-2026,LLOYDSME,2026,FY,3829,41650,screener_html,13871
31-03-2015,LODHA,2015,FY,798,27898,screener_html,3294
31-03-2016,LODHA,2016,FY,703,30981,screener_html,3973
31-03-2017,LODHA,2017,FY,584,33931,screener_html,4033
31-03-2018,LODHA,2018,FY,794,40251,screener_html,5152
31-03-2019,LODHA,2019,FY,1644,49864,screener_html,3841
31-03-2020,LODHA,2020,FY,742,40693,screener_html,4552
31-03-2021,LODHA,2021,FY,48,39308,screener_html,4599
31-03-2022,LODHA,2022,FY,1208,38404,screener_html,12106
31-03-2023,LODHA,2023,FY,490,39122,screener_html,12663
31-03-2024,LODHA,2024,FY,1554,47198,screener_html,17469
31-03-2025,LODHA,2025,FY,2767,49597,screener_html,20178
31-03-2026,LODHA,2026,FY,3431,58937,screener_html,23286
31-03-2015,LT,2015,FY,4966,193266,screener_html,40909
31-03-2016,LT,2016,FY,4592,194091,screener_html,44180
31-03-2017,LT,2017,FY,6486,211571,screener_html,50217
31-03-2018,LT,2018,FY,8004,243240,screener_html,54903
31-03-2019,LT,2019,FY,10217,278036,screener_html,62375
31-03-2020,LT,2020,FY,10894,306687,screener_html,66723
31-03-2021,LT,2021,FY,12921,310095,screener_html,75869
31-03-2022,LT,2022,FY,10419,319028,screener_html,82408
31-03-2023,LT,2023,FY,12531,329722,screener_html,89326
31-03-2024,LT,2024,FY,15547,339602,screener_html,86359
31-03-2025,LT,2025,FY,17673,379114,screener_html,97656
31-03-2026,LT,2026,FY,18954,452550,screener_html,109290
31-03-2015,LTF,2015,FY,855,52742,screener_html,6376
31-03-2016,LTF,2016,FY,857,63799,screener_html,7195
31-03-2017,LTF,2017,FY,1048,72511,screener_html,7894
31-03-2018,LTF,2018,FY,1278,87772,screener_html,11407
31-03-2019,LTF,2019,FY,2232,106050,screener_html,13449
31-03-2020,LTF,2020,FY,1700,109529,screener_html,14693
31-03-2021,LTF,2021,FY,949,108947,screener_html,18773
31-03-2022,LTF,2022,FY,1049,106880,screener_html,19948
31-03-2023,LTF,2023,FY,1536,106339,screener_html,21529
31-03-2024,LTF,2024,FY,2317,102694,screener_html,23439
31-03-2025,LTF,2025,FY,2643,120384,screener_html,25564
31-03-2026,LTF,2026,FY,2983,142205,screener_html,27983
31-03-2014,LTFOODS,2014,FY,85,2193,screener_html,391
31-03-2015,LTFOODS,2015,FY,76,2445,screener_html,462
31-03-2016,LTFOODS,2016,FY,72,2464,screener_html,537
31-03-2017,LTFOODS,2017,FY,129,2735,screener_html,665
31-03-2018,LTFOODS,2018,FY,144,3256,screener_html,1179
31-03-2019,LTFOODS,2019,FY,137,3573,screener_html,1329
31-03-2020,LTFOODS,2020,FY,199,3818,screener_html,1481
31-03-2021,LTFOODS,2021,FY,289,4112,screener_html,1756
31-03-2022,LTFOODS,2022,FY,309,4359,screener_html,1998
31-03-2023,LTFOODS,2023,FY,423,5319,screener_html,2757
31-03-2024,LTFOODS,2024,FY,598,6042,screener_html,3372
31-03-2025,LTFOODS,2025,FY,612,7635,screener_html,4187
31-03-2015,LTM,2015,FY,769,2978,screener_html,2026
31-03-2016,LTM,2016,FY,836,3137,screener_html,2125
31-03-2017,LTM,2017,FY,971,4417,screener_html,3144
31-03-2018,LTM,2018,FY,1112,5337,screener_html,3860
31-03-2019,LTM,2019,FY,1516,6664,screener_html,4893
31-03-2020,LTM,2020,FY,1520,8815,screener_html,5404
31-03-2021,LTM,2021,FY,1938,10706,screener_html,7304
31-03-2022,LTM,2022,FY,3950,20572,screener_html,14288
31-03-2023,LTM,2023,FY,4410,23481,screener_html,16592
31-03-2024,LTM,2024,FY,4585,27544,screener_html,20018
